reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language
936dbc44-77bf-487b-b0c0-6a3fdb21f33b,Tristan “宮本兼” Pott,https://play-lh.googleusercontent.com/a-/ALV-UjW5zJZSYeSfCN6kOLK90FR6DWtd9PXY3q02ci6YFAQW_TALXDgWFQ,the quality of the Chinese language lessons is pretty bad and doesn't seem to be getting better even though they are changing it. the other languages are generally pretty good though so yeah. Update: they sent an AI generated customer support reply in the wrong language. Planning to cancel my subscription.,2,22,6.27.4,2025-04-27 14:12:01,,,6.27.4,en
ab0d7035-ea7c-4b21-b411-096e8f1e562a,Tristen Ewer,https://play-lh.googleusercontent.com/a-/ALV-UjXZ1y7Mu8xZAszIfOkJ4SoRqq0eV6OWv_OR4gg4nB1PINmJGoI5,"It's been a fun experience so far, there are a few aspects that drive my interest specifically; the leaderboard and ""league promotion"" platform is engaging and creates a bit of a competitive environment that aides in learning. Trying to get the high score for the week is a cheeky little way to keep people coming back. The lessons/mini games/varying challenges have been enjoyable as well. I also appreciate the addition of music/math to the course choices to supplement the language courses.",5,2252,6.24.2,2025-04-06 01:34:12,,,6.24.2,en
d029e740-21e2-439a-8645-cfb8d0ef2cb4,Felina Tanner,https://play-lh.googleusercontent.com/a/ACg8ocJPsSYw69p_wGirED0HBhUuKY0oU1AvboKcu41JJ6RydfGzyQ=mo,"I used to love duolingo. one of the best features of being able to practice for hearts, that way when you were doing poorly, it gave you additional practice. they changed it so you could only get one heart through practice, and now they've completely taken away the option to practice for hearts. it's nothing but a big money grab overwhelming you with advertisements. I guess it's time for me to find a new language app.",1,2387,6.24.2,2025-04-04 12:00:23,,,6.24.2,en
c09eb5d3-b9b8-41ec-ae03-4bca5eef8016,Megan Coward,https://play-lh.googleusercontent.com/a-/ALV-UjV4He0qdOY3jSR2HU5SluGRvFS-X5ULJRWUhee67JPyWuiN5-Mc,"After coming back after a few year hiatus, it's clear that the users are not the priority. There's no real incentive to keep learning past the multiplier timer. You can't practice to earn hearts, so it's harder to fully learn the concepts, which sometimes, aren't very clear in the first place. The push for AI content is atrocious and y'all should really be reading the room- nobody wants AI garbage. This used to be a really good app, but profit is clearly more important to you than your mission.",1,559,6.24.2,2025-04-05 19:35:18,,,6.24.2,en
ea023035-81b2-4b99-bde3-ede28323f18c,Hana Sundet,https://play-lh.googleusercontent.com/a-/ALV-UjUYKAJBY-jhtJarwkLLSsTDBySnLeHgB2C8RuB09vDJ5jM8FKSCLQ,"New issue: The “practice to earn hearts” button is completely gone. A big loss to my learning routine. On major curriculum changes: Quality German learning content, as far as I can tell, but the newer “pathway” design actually makes me feel a little lost. I made fewer mistakes with the old castle style, even though the lessons I'd unlocked were at a higher difficulty than after the curriculum reboot. Even after using the new layout much longer, it's still not my favorite of the two.",3,227,6.18.3,2025-02-23 11:42:14,,,6.18.3,en
3daec6db-be03-4117-a1f8-2ad5888a9b9a,Do as I say Not as I do!,https://play-lh.googleusercontent.com/a-/ALV-UjU2dCYXvqHCFGYHc0hT1aBvLa0UhgQb68BF5dw7z5eCgaelrxUNVA,"Edit: so, they changed the ability to just practice which the worst update they could've done. One main reason I loved it was the ability to just practice, HOWEVER learning a new language is hard enough but forcing you to move forward when your not ready or lose your streak. They need to change it back. Other updates are fine but they should have never changed practice😞 Original (part): Love it. I keep forgetting you can tap on the words to get the translation. They don't make that an issue.",1,1050,6.22.3,2025-03-27 08:06:10,,,6.22.3,en
3cb4a44f-c680-4aa6-9653-19d94ae5fc1e,kels f g,https://play-lh.googleusercontent.com/a-/ALV-UjWVK2ZJ8addYtYVaSphswUhru9NKOLhYXZCi8pRk7a6tLu81sU,"after using duolingo for over a decade, and with a current 2200+ day streak, i think i am finally done with this app. it was fun to learn at first, but with the addition of AI, things have just gotten worse. a lot of the words or sentence structures are wrong. now i can't even just ""practice for hearts"" - instead you have to watch ads. no thanks, i will just learn elsewhere. not wasting time watching ads or paying to learn wrong things. on to the next app.",2,470,6.21.3,2025-03-18 21:31:51,,,6.21.3,en
4b802b4a-4968-4aba-a5c0-5a131c4526cf,IceCreamCat,https://play-lh.googleusercontent.com/a-/ALV-UjXgVo53ww9PQkztBNIlGr1u7_EL59Y6C-iyiUp93APeXlil5zUz,"It's fine. I don't find it particularly enjoyable, but I've learned a bit. I do find the streaks and leagues to be very annoying though, as they distract me from actually making any progress. It's all about getting experience, not losing the streak, and rising in leagues, and this has resulted in me almost never actually doing lessons to learn (and I barely do any lessons outside of the practice ones, so I'm not making progress). It's actively detrimental to my experience.",3,187,6.17.3,2025-02-17 21:55:55,,,6.17.3,en
40e75587-22bb-4c78-ac08-9bd2e3756e82,Scott Thompson,https://play-lh.googleusercontent.com/a-/ALV-UjWPVL43g76oslmAD2IaR6Vpag-SYXYIA3HFgucvyY9vgS3CTF6p,"Been using this consistently for almost a year and I hate it more than ever. You can't look up vocab words you've learned, I have to go to a different app for that. The rewards are super buggy and frequently don't reward. The AI voices are incomprehensible a lot of the time. And many native language speakers find their choices to teach people absurd. These are all easy fixes and other apps do them well. Duolingo is living off of its marketing team, because the underlying program is abysmal.",1,321,6.21.3,2025-03-25 10:31:55,,,6.21.3,en
e42509a3-3f3a-4047-af00-d510f268616b,patty faber,https://play-lh.googleusercontent.com/a-/ALV-UjXI77pew4OHe-4sEvt29JYlBWPpq8hLTvqiPxUXEEJNd2PK1HTN,"too much repetition of some easy things, then"" you learned 25 new words today."" not enough explanation for how to construct sentences and tenses, just a lot of guessing. I've been doing this for 250 days and it goes back to review simple words, but I feel like I'm missing so much understanding. I like the game format, but even bought a book to try and understand more. when my year's up I'll try something else I think.",4,1574,6.22.3,2025-03-23 12:40:55,,,6.22.3,en
87ac3427-6b2b-46bd-b3bc-ada2f4a8ebe3,Rebecca S.,https://play-lh.googleusercontent.com/a-/ALV-UjVpTcVPZsAohrpH1C2WMBFKxZsLNt1khwYK4eAGUElB3gnejYE,"Incessant advertisements. Free version has gotten rid of practicing to earn hearts. They take longer to regenerate now as well, and even when I complete goals, the XP boosts only work occasionally. They glitch all the time and I lose a lot of XP that way. I used to love duolingo. Now it just feels less about making learning accessible, more about being a money grab. Also, there is pretty obvious AI garbage now in a lot of lessons.",1,492,6.20.3,2025-03-18 04:42:18,,,6.20.3,en
ba198785-2ddc-4d69-9683-838a95e47708,timothy c,https://play-lh.googleusercontent.com/a-/ALV-UjUvEGPTe7xyHdOHvxsU5ye0YOQ862PKxk71ahPf0FBAQ6JoJztCzQ,"Purchased an annual subscription for this and regretting. New higher tier subscription came out since and I'm constantly nagged to updated. The whole trophy system is just silly and greatly flawed. Lessons don't scale in difficulty linearly. It goes from 0-60 quite quickly. Duolingo definitely helped at first, but I didn't need the premium version to get there, and now it's lessons are just too difficult and there is no bridge. I'll definitely be switching to another app to continue learning.",2,215,6.17.3,2025-02-18 10:02:37,,,6.17.3,en
661b63b2-4304-4439-9a13-acbe9d476df2,Jasmine McFall,https://play-lh.googleusercontent.com/a-/ALV-UjWDKj_8w4wOZaiTMK3JIapDMdwccvWsuSyD7_wUHQj_tzZMJBHu,"I LOVE everything about this app. Over the years it's just gotten better. The free version has everything you need to enjoy the app, but I did the free trial of the paid version and I kept it because the experience just gets better. In spare time, I've learned two languages enough to understand and hold basic conversations. The rankings and challenges are great for competitive people like me. Very entertaining AND useful. Not something you get every day!",5,1403,6.19.2,2025-03-01 02:39:18,,,6.19.2,en
3e65650f-3bde-49ef-a10e-6a01bf612e28,brian stoll,https://play-lh.googleusercontent.com/a/ACg8ocJTKkDLEYKnH9yoII1IIstzmm-334pDA8-KhFXlJt0E9Dl7dw=mo,"Disappointed in Addition Upcharge - Using Duolingo to learn Spanish. when I first started, they had piloted AI for interactive conversation. Then they discontinued the pilot and are charging a fairly hefty price for that feature. Also are requiring this new, extra subscription to explain what you did wrong. This really sucks as part of learning new language is helping you understand why something is wrong. Looking at other options, as Duo really falls short in these two areas .",2,50,6.25.4,2025-04-13 11:58:40,,,6.25.4,en
01d55752-5b0c-4cdf-862c-fea59e7afa33,Dan Price,https://play-lh.googleusercontent.com/a-/ALV-UjWUCdD3xkNXgGOsq3Gb0nF1N6BvwcW9s8GEU-_FkCPecGrx9f60,App is no longer a free language app. You can only refill 1 heart for free. Gotta pay and it is very ticky tacky with mistakes. You could be off by one letter that doesn't change the word and it's an error but you could have a typo that is all sorts of crazy and it's accepted. They should spend less time on their ad campaigns and more on the ux.,2,195,6.19.2,2025-03-05 21:06:52,,,6.19.2,en
2de0713f-528e-4846-acac-da4bd0c780c3,Amy Devine,https://play-lh.googleusercontent.com/a-/ALV-UjVHpGBg1qeFsFdw47I0mUQvPUoiU1tr_jV4Rh9U6-FqRbpMlU64,"I would've given the app a 5 star review if not for the latest update. I liked using this app a few years ago because if I took a break and came back, I could practice what I knew before jumping in, now that's gone. It feels like it's way harder to track my progress now. Before, I could see my end goal, what I'll be learning about, and structure my learning in groups to better understand the vocab. But now I can't see the end or what comes next, it feels like some neverending video game :(",2,126,6.19.2,2025-02-28 11:44:23,,,6.19.2,en
2a3dad00-40bc-4055-92e0-223ce8334674,John F,https://play-lh.googleusercontent.com/a-/ALV-UjVZl0pJFdoBL4Es0EmLIItOBelSKMkudgXFmwvQhuXB6fHb4fjVHw,"Update original review in 2020 3 stars, now 1 star. I recommend finding another language learning app. Powers that be have ruined Duolingo. As other recent user reviews point out in March/April 2025 that app is not great anymore. My personal annoyance is they train me to hit the blue bar as the correct choice to move through the endless amount of animations after you complete a lesson. but they sneak in a league repair for 2000 blue emeralds which I do not care about, but a way make you use 2000",1,90,6.27.4,2025-04-26 12:51:58,,,6.27.4,en
0d68b332-32f0-43c8-a6ee-2a510c374e10,Elana,https://play-lh.googleusercontent.com/a-/ALV-UjWyENZjPH4ARA0bO--8XLUZcd66-LHXhOV5ZLhg7zkc23E5OawowA,"The ads for Super are too much. It's cool that Super helps bring free learning to people if you buy it, but as one of those people who can only afford the free version of Duolingo right now, the number of times that I have to sit through the Super advertisements is not worth it and it makes me want to stop using the app. I feel like I'm being punished for not subscribing to it. Every single lesson I get a normal ad and then an ad for Super. I would give the app zero stars right now if I could.",1,310,6.22.3,2025-03-26 11:56:55,,,6.22.3,en
4ccc873c-1df4-4ec7-a92f-44048f79ad85,Steve Marpman,https://play-lh.googleusercontent.com/a-/ALV-UjXIlkhnzqOBP45rZjdWwZBuocyCE19iRF-rfSrUUv7sQLboxYbC,"DO NOT PAY FOR THIS APP!!! Unintuitive teaching style that is often incomplete and discouraging. The in-lesson guidance, or ""hints,"" often have no regard for word order or explain all the correct words to use. You'll often get marked wrong for correct answers that are just worded differently, even though there is more than one correct way to write something. Completely non-existent customer service for paying subscribers. Feedback to them seems pointless because they NEVER respond.",1,406,6.23.2,2025-03-30 09:10:50,,,6.23.2,en
c787994d-339a-43cd-a1e8-d80c23cea614,Tattooed Mamma,https://play-lh.googleusercontent.com/a-/ALV-UjXRqsjuuHTPt66fM8BGzHkfOUlzEm9gVQpJpuDkqoa4Sot-kZ6VWg,"I do not like that you can no longer do a practice session when you run out of hearts to try to keep your streak going. Super Duolingo is incredibly expensive and entirely out of my budget so I relied on that to be able to avoid using up my streak freezes. Now I have to watch a video about Super to gain a single heart. Maybe if you didn't ask for my card for the FREE trial of super I would give that week long trial a chance, but not having you automatically start charging me what I can't afford!",2,146,6.19.2,2025-02-28 14:18:30,,,6.19.2,en
44057a47-070f-44ff-8cf5-7eb5e9b47a03,Bradley Teets,https://play-lh.googleusercontent.com/a-/ALV-UjULHCaLIhhYzpLdgWUKjBH4kr_4riAygG5Gh6SAa7jcbfo8Awhe,"I am completely baffled at the decision to remove the toggle for dark mode. It was already in the app. It worked. Why remove it? It's supposed to go by the setting of the phone, but it just doesn't work. I get flash banged every time I open the app. It's been like this for weeks. Even if it was working as intended, if I want the rest of my phone in light mode but Duo in dark, why take that toggle away? It's nonsensical. Just have a ""Light, Dark, and System"" preference like every other app.",1,171,6.23.2,2025-03-28 08:58:01,,,6.23.2,en
e8632521-7edb-4e9c-85f3-bdb0d508abb0,Kylie (Lady Stardust),https://play-lh.googleusercontent.com/a-/ALV-UjUwpPUrZcvHj31SL_pVTrCZibgdyRTkka6ssKPbsMz3auH7XF3CLQ,"When I first started, I loved this. I would have given it 5 stars and I was strongly considering buying the super version. Then about 2 months ago I could only earn 1 heart. Tonight I can earn more hearts, but no practice at all, only through ads. This is ridiculous and makes me want to quit the entire app. I am learning Korean and it's hard, I go through hearts like nothing, this used to be a great option for people who are tight on funds, but the changes are ridiculous.",1,221,6.18.3,2025-02-22 11:18:42,,,6.18.3,en
e84f1fa1-9a84-4380-8bf1-42fc0b2c958b,Awfully Hot Coffee Pot,https://play-lh.googleusercontent.com/a-/ALV-UjXB4qzI8K8kb_9lNPK4PwX2vCjGn8RJTy0HA9iLYKCYjd_TcyaL,"It's ALMOST a perfect app. Great way to learn different languages. Nice supportive messages. Hell, you even get super for FREE for 3 days if you just use the app. The only issue is that sometimes that mic doesn't work for the speaking lessons. Though it's a small issue that barely happens, it cost me most of my progress on a lesson, EVEN THOUGH I said everything right. And I doubt it's my phone, this thing is only a few months old. Fix this issue, and this is a 5 star app.",4,270,6.19.2,2025-03-01 00:39:59,,,6.19.2,en
6dc0e567-af99-4f97-9ec1-85e854df525e,Abby Crane,https://play-lh.googleusercontent.com/a-/ALV-UjXi6Y5U2n-VAQBjkuKCKg-AY-mL6wDZPiR9ehDpWE5Y3qkfEGI,"I like this app because it is FREE. I am NOT interested in upgrading to Duolingo Plus, especially since you use AI SLOP to explain wrong answers instead of consulting with real human beings who speak the languages you offer. Stop forcing me to watch ads for Duolingo Plus every single ad break. These ads don't make me want to upgrade. They actually make me want to quit using your app all together, especially if I'm going to lose progress in my lessons when I close and reopen the app to avoid ads",3,105,6.23.2,2025-03-30 07:55:31,,,6.23.2,en
c8a7912a-121d-40ff-9cd6-808f34aade37,Carolyn Porter,https://play-lh.googleusercontent.com/a-/ALV-UjWbCsz-43lq-pe0wxL1sZ-WGu_ccwbsyebXIYnO4vt1ElFsptpKmA,"I have been using Duolingo to learn Spanish for two years. I have the free version, and there are a LOT of ads. Also, the XP boosts used to multiply points as long as you started a lesson during the countdown. Now, if you don't complete the lesson before the XP boost runs out, you get regular points. I just wasted 100 coins thinking I'd get 120 points and only received 43. Duolingo should change this back.",3,76,6.20.3,2025-03-12 08:27:34,,,6.20.3,en
c7cc8bda-c791-496d-bedb-efeb070e919e,G West,https://play-lh.googleusercontent.com/a/ACg8ocJd4q2Ov_oBJB_IAHq4QmqrBY9_n9XBfGNPcbiVlVJlhOCa0Q=mo,The free version is almost unusable with ads that last forever and all of the community stuff is gone. I did a trial on the MAX version and it's not worth the money. The little listening exercises are just gimmicks and you don't learn anything worth the time. It's such a shame because the old version was so much better. Also AI sucks. This is a lame GAME you earn points at with very basic language matching. It is no longer a language learning app that is just gamified enough to motivate people.,2,129,6.17.3,2025-02-14 23:04:15,,,6.17.3,en
a09833bd-209d-486c-b35a-a8c7e1cb295f,Alex Lauderdale,https://play-lh.googleusercontent.com/a-/ALV-UjW4ZikdaDoFRWCFm4fmHVS3Xu7Sf2LzSabRWuQTqjNWd27Qsf4P,"This app started out okay. The ads were annoying so I subscribed to super and made use of the extra tools to learn better. Recently though, things have gone downhill. I've had bugs where words I've never seen are in the review lessons, the speech recognition has stopped working reliably, and sometimes the translations and pronunciation used by the app's characters are wrong, so when I learn it that way I look like an idiot. Stop pouring resources into AI! It's ruining everything else.",3,165,6.18.3,2025-02-22 20:41:50,,,6.18.3,en
06a63987-efce-4f7c-804a-481b82cf3b0b,Molly Ward,https://play-lh.googleusercontent.com/a-/ALV-UjXt8cujmRJkgPe0cVQx3vai2i3UkLSJnOL3jlBGVeKSQzircag8RQ,"Duolingo is a great app, and I only have a few issues with the language learning aspect of it, and for that, I would give the app four stars... HOWEVER The fact that Android still doesn't have math and music and it's been over a year that Apple has had these is just unacceptable to me. Therefore, my rating is two stars for now, although I am genuinely tempted to give just one until this is finally resolved or at least addressed.",4,572,6.23.2,2025-04-03 02:08:54,,,6.23.2,en
92231bec-9a99-4ce2-bb70-c58432fcd062,Matthew,https://play-lh.googleusercontent.com/a/ACg8ocK94jkBbadc06gcnS7y8quP8eixsYPqGNNdd3V0eaYcozBw1Q=mo,"This app is ridiculous. I regret actually paying for it. You pay for one version, and it doesn't even unlock all the perks that are actually helpful. They're always trying to get you to upgrade to a more expensive version. It's fun at first, but after a certain level, it feels more like a chore. The people in the higher leagues score so many so quickly that I'm not convinced they're real people. I went from finishing 1st place every week to not even being able to keep up with the leaders.",1,148,6.20.3,2025-03-11 20:26:40,,,6.20.3,en
12f74821-b5f2-41f2-ba7d-c5ae319acebd,The Old Purrtlepuff,https://play-lh.googleusercontent.com/a-/ALV-UjXYaKVxXrXbIBWrf8MilbWKrNn1XqcyoH9LADhWjEOF55P3beo6,"Over all, it's a fun app to use when you want to casually learn another language. I say casually, because there are times the AI voices are hard for me to understand, and I end up getting listening questions wrong because of it. I had to turn the listening feature off because of that. Great app for those curious enough to learn a language for free though!",4,205,6.17.3,2025-02-13 23:35:11,,,6.17.3,en
c51fbef3-7d19-4e16-82da-5caf85d0b22e,Stephanie Wilson,https://play-lh.googleusercontent.com/a/ACg8ocLuWdD38vNCWzRmmE-W9gTlG7hNBdrSoFLRhC3QecSzjiwLAg=mo,"I love this app. I've been using it over a year. Over the past year it's become very glitchy. I do not receive my double points /1.5x XP points when it says I do (almost half the time)! They also changed how you receive points. Despite purchasing full version, I am still prompted to buy ""max."" It would be nice if this was included considering it costs over $100 per year for lessons that repeat themselves. Although I do enjoy this app and learning language, I'm not sure if it's worth it.",3,40,6.17.3,2025-02-16 21:15:10,,,6.17.3,en
3cf62cd7-178f-49c1-a60b-175e943f7545,Amber Martin,https://play-lh.googleusercontent.com/a-/ALV-UjVcMPR2OZeKBmbnhtRZCkmsIVQ8qgmNzPHv9tpoOjBCiy_mS60,"this would be the best app for helping you learn new language!🎀😊 so, if you are preparing to flight this is great! and free with no ads also!!! and I love how duo looks!!! and the animation is 😘!! I am learning French and it's awesome, but I don't recommend this app if you are learning a language and know some or a friend is the language and you want to speak their language, cause it take time of fun, so take time and learn slow with much fun💖💖💖",5,1248,6.21.3,2025-03-14 07:56:44,,,6.21.3,en
92a9a408-e718-4e18-81e4-253fffe4a846,Bill Reichman,https://play-lh.googleusercontent.com/a-/ALV-UjVImOps74VZdZLs7A-4SNK9wjXaurvu8xFlsvbKS7FHj02fJw0,"It is a good learning application, that is tailored to mobile devices. I have found it much easier to stick with Duo than Roseta. Comparing the two Duo is better for simple conversation upfront, while Roseta dives into understanding more grammer. The one feature that repeatedly bothers me about Duo (4 vs 5 stars) is the timer extensions, which it is continuously prompting you to use and the purchase button is where you are trying to quickly enter answers leading to accidental purchases.",4,94,6.22.3,2025-03-28 12:01:52,,,6.22.3,en
5b21b23a-6a77-4ad9-a04a-eda366845bd0,Piper Ludlam,https://play-lh.googleusercontent.com/a-/ALV-UjUl2KglZEPIPpggzOIt8t5Z6f-ImXthHOGaPOhxSWo4zv0KoA,"This is an awesome app. I've been learning Italian right now for 100 days. It's an awesome course, simple enough for me not to throw my phone but hard enough to actually learn. I have no comments overall. There isn't a bombardment of ads, barely any if I'm being honest, the lessons are great, it's just great. The only ""thing"", I wish there was an Icelandic course, but I'm not about to give a lower rating just because there isn't one, there are already a ton of languages, I can't be disappointed.",5,317,6.18.3,2025-02-24 14:59:59,,,6.18.3,en
04d034eb-1234-4327-91dc-c984f4a3551f,Jasmin Reyes,https://play-lh.googleusercontent.com/a-/ALV-UjUwVvZOtVKJiTqklhlydaUuvH5CrhgmhQvhaWRTnjUcMGDYAwI,"I love duo! I used to use it only for Spanish practice, but have started learning french too. It's helped loads in both. The way it intoduces new letters and combined letter sounds is great and I love the new games and listening exercises they've added. I love how it teaches grammar very intuitively, and allows for essentially unlimited practice. Helped a lot with understanding spoken language, reading/writing, and using grammar. Great for practice and learning.",5,298,6.21.3,2025-03-17 12:19:01,,,6.21.3,en
d3934c44-4b63-4c8e-9130-73c052cb61b2,sun blaze Warriorsfan,https://play-lh.googleusercontent.com/a/ACg8ocKkx4n3YK2MUAy057qF_blX5qf2SDb-k_a3PWoXsSZf0HSl-A=mo,"Duolingo is actually doing pretty well at helping me learn Spanish! I am improving quite well, and at a good pace! It lost a star because of the ads, which are annoying. Also the fact that when a new word is introduced, you have to guess it most times, and then you lose your LIMITED hearts. So that's annoying. Other wise for a launguage app, it's pretty good!",4,335,6.16.1,2025-02-12 04:01:20,,,6.16.1,en
72608dee-6eeb-425b-9eca-69516f3b67e6,Tanner “T-Rex” Chambless,https://play-lh.googleusercontent.com/a-/ALV-UjXL2rr6TIUF77YHl2YZlHuzAaua0hUChHda_vWDoP3cYzELsNM4uw,I do like duolingo but there are some issues. I paid for the year of base version. You really only get extra lives and no ads. My biggest issue is they hardly explain anything. Many things don't make sense without at least a basic explanation. You'll realize when you make a mistake it has a link to explain the mistake but you have to pay for the max version. No discount (that I'm seeing) even though I've already bought the base. You would think basic explanations would be included at least.,3,335,6.16.1,2025-02-11 00:16:58,,,6.16.1,en
4c10ae0e-b9d6-4fa1-af35-5dd1849ae220,Michael Sullens (ItenerantMonk),https://play-lh.googleusercontent.com/a-/ALV-UjUgVJJqoie_eOqaoAYB2HrrwIP9v7gqbHAcGJNbgk2R57GWylpv,"This app is really handy and makes learning the basics of learning new languages easy... BUT it does an absolutely abysmal job of explaining any form of conjugation (read: it doesn't even try), only penalizes you for not guessing the proper conjugation when you've been exposed to both forms without any explanation at all as to when one or the other apply. If this were fixed, it would be a great app and get 5 stars. As it isn't and is a major issue when it comes to the learning of languages, two.",2,940,6.11.4,2024-12-24 13:32:43,,,6.11.4,en
